group,taxon_name,observations,median_same_taxon_w2,same_taxon_w2_p95,centred_same_taxon_w2_p95
outline,Cirsium carolinianum,115,0.9171558306242873,0.9706492731191293,0.9187651716865476
outline,Cirsium discolor,1097,1.0163613644459586,1.1880100441635384,1.096825763234142
outline,Cirsium edule,142,1.0601353479830196,1.2382713032601647,1.1454302359943456
outline,Cirsium erisithales,220,1.1638080271927556,1.4305287095800598,1.2378484265093488
outline,Cirsium esculentum,282,1.1415638577515907,1.5847239862502063,1.4983798896764036
outline,Cirsium flodmanii,265,1.0704552328373427,1.3324809438747205,1.2774385508862893
outline,Cirsium helenioides,150,1.0925934408854368,1.233808471054639,1.1059705005447202
outline,Cirsium heterophyllum,1562,1.0875443948684036,1.3503422098149807,1.274937511186735
outline,Cirsium hookerianum,108,1.0490385074419892,1.1923863980348783,1.1390835457023456
outline,Cirsium horridulum,1159,1.2249114326293364,1.5477038369323781,1.374109069997763
outline,Cirsium japonicum,184,0.9911672103844439,1.1531961912620494,1.0907934536981825
outline,Cirsium mexicanum,134,0.9243121098551255,1.045231854746366,0.9715601098420212
outline,Cirsium muticum,559,1.0124533142304695,1.2819615899632326,1.1811592643130062
outline,Cirsium neomexicanum,254,1.0614253597009498,1.2384329664453755,1.120492627235265
outline,Cirsium nuttallii,270,1.0497098239013214,1.4222801133338607,1.2967076098676085
outline,Cirsium occidentale,352,1.1988805295938931,1.3859565961614853,1.3073612329279627
outline,Cirsium ochrocentrum,173,1.180445741216938,1.5070145795452101,1.3511873607925864
outline,Cirsium oleraceum,1553,1.2689764949877307,1.5065430736542975,1.4248819353148536
outline,Cirsium palustre,2923,1.1949038141451005,1.5642674039347915,1.5041729967835695
outline,Cirsium pumilum,161,1.0942606697925692,1.1949467726833496,1.1240475178281273
outline,Cirsium rivulare,307,0.994918905106303,1.3128798198075948,1.1705457362648033
outline,Cirsium scariosum,223,1.1969602139856304,1.8408401082125907,1.569017257775439
outline,Cirsium serrulatum,226,1.0930687093406823,1.4364765043182517,1.3546947533215896
outline,Cirsium spinosissimum,140,1.1266484347841401,1.3485491470992732,1.1974516730835378
outline,Cirsium texanum,443,1.1080966883884376,1.2928286291265305,1.2271650101353115
outline,Cirsium undulatum,613,1.2109700559528926,2.171743831186382,2.089868150716844
outline,Cirsium vulgare,10460,1.1910243242196037,1.5096646923011634,1.4252339257004154
