group,taxon_a,taxon_b,factor,density_overlap
outline,Cirsium erisithales,Cirsium pumilum,0.75,0.5835505884775282
outline,Cirsium erisithales,Cirsium pumilum,1.0,0.6675087795644048
outline,Cirsium erisithales,Cirsium pumilum,1.25,0.7257761080888423
outline,Cirsium esculentum,Cirsium neomexicanum,0.75,0.5690091356953096
outline,Cirsium esculentum,Cirsium neomexicanum,1.0,0.6375335273764426
outline,Cirsium esculentum,Cirsium neomexicanum,1.25,0.6846485815734297
outline,Cirsium esculentum,Cirsium nuttallii,0.75,0.49813267329213623
outline,Cirsium esculentum,Cirsium nuttallii,1.0,0.577156053611304
outline,Cirsium esculentum,Cirsium nuttallii,1.25,0.6295081498483746
outline,Cirsium esculentum,Cirsium pannonicum,0.75,0.34905289802904876
outline,Cirsium esculentum,Cirsium pannonicum,1.0,0.4054616859482111
outline,Cirsium esculentum,Cirsium pannonicum,1.25,0.44596755493820583
outline,Cirsium esculentum,Cirsium rhaphilepis,0.75,0.5495071469689352
outline,Cirsium esculentum,Cirsium rhaphilepis,1.0,0.641205533062041
outline,Cirsium esculentum,Cirsium rhaphilepis,1.25,0.6955153871565185
outline,Cirsium filipendulum,Cirsium helenioides,0.75,0.6186239844963852
outline,Cirsium filipendulum,Cirsium helenioides,1.0,0.7179230413001885
outline,Cirsium filipendulum,Cirsium helenioides,1.25,0.7746315507295827
outline,Cirsium filipendulum,Cirsium heterophyllum,0.75,0.6274766512767744
outline,Cirsium filipendulum,Cirsium heterophyllum,1.0,0.7293084591741364
outline,Cirsium filipendulum,Cirsium heterophyllum,1.25,0.7887995134607699
outline,Cirsium filipendulum,Cirsium oleraceum,0.75,0.5211637079289082
outline,Cirsium filipendulum,Cirsium oleraceum,1.0,0.6312539275993614
outline,Cirsium filipendulum,Cirsium oleraceum,1.25,0.705116919672272
outline,Cirsium filipendulum,Cirsium rivulare,0.75,0.6062472182263466
outline,Cirsium filipendulum,Cirsium rivulare,1.0,0.7037113107155628
outline,Cirsium filipendulum,Cirsium rivulare,1.25,0.774436330025726
outline,Cirsium filipendulum,Cirsium undulatum,0.75,0.6240267138857523
outline,Cirsium filipendulum,Cirsium undulatum,1.0,0.7142367861857163
outline,Cirsium filipendulum,Cirsium undulatum,1.25,0.7754049841009002
outline,Cirsium flodmanii,Cirsium japonicum,0.75,0.6437752216742025
outline,Cirsium flodmanii,Cirsium japonicum,1.0,0.7286543670095127
outline,Cirsium flodmanii,Cirsium japonicum,1.25,0.7932528709716956
outline,Cirsium flodmanii,Cirsium occidentale,0.75,0.589555149276344
outline,Cirsium flodmanii,Cirsium occidentale,1.0,0.6791817925211042
outline,Cirsium flodmanii,Cirsium occidentale,1.25,0.7438595353026483
outline,Cirsium flodmanii,Cirsium scariosum,0.75,0.5419637068675087
outline,Cirsium flodmanii,Cirsium scariosum,1.0,0.6286859753835523
outline,Cirsium flodmanii,Cirsium scariosum,1.25,0.6885937188944508
outline,Cirsium helenioides,Cirsium nuttallii,0.75,0.5997924187182917
outline,Cirsium helenioides,Cirsium nuttallii,1.0,0.7003373599164635
outline,Cirsium helenioides,Cirsium nuttallii,1.25,0.7632273512468317
outline,Cirsium heterophyllum,Cirsium kamtschaticum,0.75,0.5481858787217133
outline,Cirsium heterophyllum,Cirsium kamtschaticum,1.0,0.6490700679422085
outline,Cirsium heterophyllum,Cirsium kamtschaticum,1.25,0.7169145355537252
outline,Cirsium heterophyllum,Cirsium monspessulanum,0.75,0.6203120318998151
outline,Cirsium heterophyllum,Cirsium monspessulanum,1.0,0.7084455820768416
outline,Cirsium heterophyllum,Cirsium monspessulanum,1.25,0.7643182284444441
outline,Cirsium heterophyllum,Cirsium vulgare,0.75,0.5983919445991829
outline,Cirsium heterophyllum,Cirsium vulgare,1.0,0.6893168246950421
outline,Cirsium heterophyllum,Cirsium vulgare,1.25,0.747604025732968
outline,Cirsium heterophyllum,Cirsium wheeleri,0.75,0.5645185982156928
outline,Cirsium heterophyllum,Cirsium wheeleri,1.0,0.6498601369340724
outline,Cirsium heterophyllum,Cirsium wheeleri,1.25,0.685616728543377
outline,Cirsium hookerianum,Cirsium muticum,0.75,0.5938761898482899
outline,Cirsium hookerianum,Cirsium muticum,1.0,0.6835374779202976
outline,Cirsium hookerianum,Cirsium muticum,1.25,0.7418717684668383
outline,Cirsium hookerianum,Cirsium oleraceum,0.75,0.561903066754295
outline,Cirsium hookerianum,Cirsium oleraceum,1.0,0.6557033171512101
outline,Cirsium hookerianum,Cirsium oleraceum,1.25,0.7264093254463173
outline,Cirsium horridulum,Cirsium ochrocentrum,0.75,0.5968531121017009
outline,Cirsium horridulum,Cirsium ochrocentrum,1.0,0.6850500867853573
outline,Cirsium horridulum,Cirsium ochrocentrum,1.25,0.7462795765160639
outline,Cirsium horridulum,Cirsium rivulare,0.75,0.6033667335396216
outline,Cirsium horridulum,Cirsium rivulare,1.0,0.7112017128469753
outline,Cirsium horridulum,Cirsium rivulare,1.25,0.7827212271249426
outline,Cirsium japonicum,Cirsium subcoriaceum,0.75,0.5976467642877857
outline,Cirsium japonicum,Cirsium subcoriaceum,1.0,0.6987030808478766
outline,Cirsium japonicum,Cirsium subcoriaceum,1.25,0.7627621658048205
outline,Cirsium japonicum,Cirsium vulgare,0.75,0.6161151567981618
outline,Cirsium japonicum,Cirsium vulgare,1.0,0.7036156228193785
outline,Cirsium japonicum,Cirsium vulgare,1.25,0.7613970590112691
outline,Cirsium mexicanum,Cirsium nuttallii,0.75,0.6272209586036899
outline,Cirsium mexicanum,Cirsium nuttallii,1.0,0.7113479968635585
outline,Cirsium mexicanum,Cirsium nuttallii,1.25,0.7700907713733909
outline,Cirsium muticum,Cirsium ochrocentrum,0.75,0.5755180307175306
outline,Cirsium muticum,Cirsium ochrocentrum,1.0,0.6610095470555296
outline,Cirsium muticum,Cirsium ochrocentrum,1.25,0.7162765652357854
outline,Cirsium muticum,Cirsium serratuloides,0.75,0.6180064226628352
outline,Cirsium muticum,Cirsium serratuloides,1.0,0.7153239401256337
outline,Cirsium muticum,Cirsium serratuloides,1.25,0.7780390975425624
outline,Cirsium muticum,Cirsium serrulatum,0.75,0.6151140766915194
outline,Cirsium muticum,Cirsium serrulatum,1.0,0.7091776304244994
outline,Cirsium muticum,Cirsium serrulatum,1.25,0.7686480190610145
outline,Cirsium neomexicanum,Cirsium pannonicum,0.75,0.44665323320643263
outline,Cirsium neomexicanum,Cirsium pannonicum,1.0,0.5203182431355802
outline,Cirsium neomexicanum,Cirsium pannonicum,1.25,0.5776367070289976
outline,Cirsium neomexicanum,Cirsium rivulare,0.75,0.6028883869827548
outline,Cirsium neomexicanum,Cirsium rivulare,1.0,0.6873233443055596
outline,Cirsium neomexicanum,Cirsium rivulare,1.25,0.745917832644569
outline,Cirsium neomexicanum,Cirsium serratuloides,0.75,0.5903983551937793
outline,Cirsium neomexicanum,Cirsium serratuloides,1.0,0.6789822088914682
outline,Cirsium neomexicanum,Cirsium serratuloides,1.25,0.7312775648429939
outline,Cirsium obvallatum,Cirsium repandum,0.75,0.6026778701864195
outline,Cirsium obvallatum,Cirsium repandum,1.0,0.6884380471291935
outline,Cirsium obvallatum,Cirsium repandum,1.25,0.7416181555318931
outline,Cirsium obvallatum,Cirsium rhaphilepis,0.75,0.5825377737618833
outline,Cirsium obvallatum,Cirsium rhaphilepis,1.0,0.6728012643596806
outline,Cirsium obvallatum,Cirsium rhaphilepis,1.25,0.7307770755485462
outline,Cirsium occidentale,Cirsium repandum,0.75,0.6489649304799033
outline,Cirsium occidentale,Cirsium repandum,1.0,0.7202742689706425
outline,Cirsium occidentale,Cirsium repandum,1.25,0.7720882492788631
outline,Cirsium ochrocentrum,Cirsium spinosissimum,0.75,0.5506289710064443
outline,Cirsium ochrocentrum,Cirsium spinosissimum,1.0,0.6416281915472966
outline,Cirsium ochrocentrum,Cirsium spinosissimum,1.25,0.7024663547100172
outline,Cirsium oleraceum,Cirsium pumilum,0.75,0.5290628837383164
outline,Cirsium oleraceum,Cirsium pumilum,1.0,0.6319407915278198
outline,Cirsium oleraceum,Cirsium pumilum,1.25,0.692457363877817
outline,Cirsium oleraceum,Cirsium rhaphilepis,0.75,0.564391893088412
outline,Cirsium oleraceum,Cirsium rhaphilepis,1.0,0.6536565061599172
outline,Cirsium oleraceum,Cirsium rhaphilepis,1.25,0.715785632547033
outline,Cirsium oleraceum,Cirsium texanum,0.75,0.5351086192731143
outline,Cirsium oleraceum,Cirsium texanum,1.0,0.6222058428759578
outline,Cirsium oleraceum,Cirsium texanum,1.25,0.6841798683027813
outline,Cirsium palustre,Cirsium serratuloides,0.75,0.6097640251009384
outline,Cirsium palustre,Cirsium serratuloides,1.0,0.6985670518949301
outline,Cirsium palustre,Cirsium serratuloides,1.25,0.7575883866936826
outline,Cirsium palustre,Cirsium ukranicum,0.75,0.5920354499792574
outline,Cirsium palustre,Cirsium ukranicum,1.0,0.6803448898385491
outline,Cirsium palustre,Cirsium ukranicum,1.25,0.7357956232361134
outline,Cirsium palustre,Cirsium undulatum,0.75,0.5717952651354139
outline,Cirsium palustre,Cirsium undulatum,1.0,0.6734681972880374
outline,Cirsium palustre,Cirsium undulatum,1.25,0.7404545964547421
outline,Cirsium pannonicum,Cirsium parryi,0.75,0.42866830415221396
outline,Cirsium pannonicum,Cirsium parryi,1.0,0.5051016088647544
outline,Cirsium pannonicum,Cirsium parryi,1.25,0.5572925235648374
outline,Cirsium parryi,Cirsium undulatum,0.75,0.5752794326462791
outline,Cirsium parryi,Cirsium undulatum,1.0,0.6652224085519165
outline,Cirsium parryi,Cirsium undulatum,1.25,0.7333427745215813
outline,Cirsium repandum,Cirsium texanum,0.75,0.5553072886032068
outline,Cirsium repandum,Cirsium texanum,1.0,0.6359996329013897
outline,Cirsium repandum,Cirsium texanum,1.25,0.6881196621417
outline,Cirsium repandum,Cirsium vulgare,0.75,0.5735425329989778
outline,Cirsium repandum,Cirsium vulgare,1.0,0.6480759285637118
outline,Cirsium repandum,Cirsium vulgare,1.25,0.6945364020697226
outline,Cirsium rhaphilepis,Cirsium serrulatum,0.75,0.5972650029217276
outline,Cirsium rhaphilepis,Cirsium serrulatum,1.0,0.7017433502679531
outline,Cirsium rhaphilepis,Cirsium serrulatum,1.25,0.7745610372427539
outline,Cirsium rhaphilepis,Cirsium undulatum,0.75,0.6250831376657343
outline,Cirsium rhaphilepis,Cirsium undulatum,1.0,0.7133909458022308
outline,Cirsium rhaphilepis,Cirsium undulatum,1.25,0.7717205273411831
outline,Cirsium rivulare,Cirsium wheeleri,0.75,0.6244816048789616
outline,Cirsium rivulare,Cirsium wheeleri,1.0,0.7175655031722213
outline,Cirsium rivulare,Cirsium wheeleri,1.25,0.7654390969806117
outline,Cirsium scariosum,Cirsium vulgare,0.75,0.5981880273357169
outline,Cirsium scariosum,Cirsium vulgare,1.0,0.6858946223962838
outline,Cirsium scariosum,Cirsium vulgare,1.25,0.7488304119979823
outline,Cirsium scariosum,Cirsium wheeleri,0.75,0.5857133878285159
outline,Cirsium scariosum,Cirsium wheeleri,1.0,0.6764542838297353
outline,Cirsium scariosum,Cirsium wheeleri,1.25,0.7329224456814585
outline,Cirsium spinosissimum,Cirsium ukranicum,0.75,0.5149114240017945
outline,Cirsium spinosissimum,Cirsium ukranicum,1.0,0.6039807787406692
outline,Cirsium spinosissimum,Cirsium ukranicum,1.25,0.666799213660882
