scale,unit_id,member_endpoint_ids,module,inferential_unit,predictor,environment_block,sensitivity_family,scenario,excluded_taxa,excluded_region,native_only,equal_taxon_weight,baseline_beta_std,baseline_effect_magnitude,n_observations,n_taxa,status,beta_std_sensitivity,effect_magnitude_sensitivity,effect_magnitude_ratio_to_baseline,direction_stable,baseline_beta_sine,baseline_beta_cosine,baseline_effect_direction_degrees,beta_sine_sensitivity,beta_cosine_sensitivity,effect_direction_degrees_sensitivity,circular_vector_alignment_cosine
within_taxon,bract_projection_peak_density,bract_projection_peak_density,armature,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,dominant_taxon_omission,omit:Cirsium altissimum,Cirsium altissimum,,False,False,-0.0514993173825592,0.0514993173825592,2251,77,ok,-0.05133794959869545,0.05133794959869545,0.9968666034412642,True,,,,,,,
within_taxon,bract_projection_peak_density,bract_projection_peak_density,armature,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,dominant_taxon_omission,omit_top2_joint,Cirsium vulgare|Cirsium arvense,,False,False,-0.0514993173825592,0.0514993173825592,1131,76,ok,-0.019792644225877842,0.019792644225877842,0.3843282830110062,True,,,,,,,
within_taxon,bract_projection_peak_density,bract_projection_peak_density,armature,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,leave_one_broad_region_out,omit_region:Africa,,Africa,False,False,-0.0514993173825592,0.0514993173825592,2246,78,ok,-0.04579718452511258,0.04579718452511258,0.8892775060475324,True,,,,,,,
within_taxon,bract_projection_peak_density,bract_projection_peak_density,armature,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,leave_one_broad_region_out,omit_region:Asia,,Asia,False,False,-0.0514993173825592,0.0514993173825592,2241,76,ok,-0.05535895589915135,0.05535895589915135,1.0749454305951491,True,,,,,,,
within_taxon,bract_projection_peak_density,bract_projection_peak_density,armature,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,leave_one_broad_region_out,omit_region:Europe,,Europe,False,False,-0.0514993173825592,0.0514993173825592,1068,49,ok,-0.05643167574386589,0.05643167574386589,1.0957752182357485,True,,,,,,,
within_taxon,bract_projection_peak_density,bract_projection_peak_density,armature,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,leave_one_broad_region_out,omit_region:North America,,North America,False,False,-0.0514993173825592,0.0514993173825592,1393,36,ok,-0.046924987033400076,0.046924987033400076,0.911176874148078,True,,,,,,,
within_taxon,bract_projection_peak_density,bract_projection_peak_density,armature,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,leave_one_broad_region_out,omit_region:Oceania,,Oceania,False,False,-0.0514993173825592,0.0514993173825592,2203,78,ok,-0.055696841753353564,0.055696841753353564,1.0815064079318437,True,,,,,,,
within_taxon,bract_projection_peak_density,bract_projection_peak_density,armature,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,leave_one_broad_region_out,omit_region:South America,,South America,False,False,-0.0514993173825592,0.0514993173825592,2231,78,ok,-0.050710726625368914,0.050710726625368914,0.9846873551481801,True,,,,,,,
within_taxon,bract_projection_peak_density,bract_projection_peak_density,armature,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,native_only,native_only,,,True,False,-0.0514993173825592,0.0514993173825592,1260,69,ok,-0.0820152903156617,0.0820152903156617,1.5925510178400355,True,,,,,,,
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,equal_taxon_weight,equal_total_weight_per_taxon,,,False,True,,0.02072982789943606,40453,203,ok,,0.0470946696658085,2.271831193885101,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.017748643221260116,-0.04362216838645278,202.1400360928082,0.5936693255236947
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit:Cirsium vulgare,Cirsium vulgare,,False,False,,0.02072982789943606,29314,202,ok,,0.016318043902821693,0.7871770080283983,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.007847662289467419,-0.014307087523492938,208.74546032478406,0.6822951250338019
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit:Cirsium arvense,Cirsium arvense,,False,False,,0.02072982789943606,30027,202,ok,,0.026573507862990838,1.2818971769521421,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.026255812304943178,-0.004096784147600448,261.1314547203124,0.9955467618194666
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit:Cirsium palustre,Cirsium palustre,,False,False,,0.02072982789943606,37413,202,ok,,0.01920095564091194,0.9262477109824095,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.018017789036501128,-0.006635960801602716,249.7812222205589,0.9946290336266185
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit:Cirsium oleraceum,Cirsium oleraceum,,False,False,,0.02072982789943606,38807,202,ok,,0.022154665497800922,1.0687336916291343,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.021499677632509293,-0.005347248359449012,256.03318198,0.9999852709305188
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit:Cirsium heterophyllum,Cirsium heterophyllum,,False,False,,0.02072982789943606,38877,202,ok,,0.01956606487700186,0.943860459040962,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.018988093177220233,-0.004720509746229562,256.03907867172137,0.9999847070527932
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit:Cirsium horridulum,Cirsium horridulum,,False,False,,0.02072982789943606,39246,202,ok,,0.0180500071658542,0.8707263395247596,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.01783089563631333,-0.002803911463347246,261.06340930518996,0.9956580151445472
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit:Cirsium discolor,Cirsium discolor,,False,False,,0.02072982789943606,39311,202,ok,,0.020225444425132705,0.9756687090336589,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.0197281912569431,-0.00445724936744686,257.2687457671395,0.9996357327375103
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit:Cirsium undulatum,Cirsium undulatum,,False,False,,0.02072982789943606,39804,202,ok,,0.024876364954152515,1.200027567755604,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.024660355383378303,-0.003271147458870098,262.4439394593022,0.9931263239969337
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit:Cirsium acaulon,Cirsium acaulon,,False,False,,0.02072982789943606,39865,202,ok,,0.02104137046016695,1.0150287094635921,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.020623552585296426,-0.004172331435001226,258.5629135164923,0.9987711790964542
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit:Cirsium altissimum,Cirsium altissimum,,False,False,,0.02072982789943606,39868,202,ok,,0.020164900546505327,0.972748092474704,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.0195559710190843,-0.004918049567784552,255.88366064811623,0.9999960297157289
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,dominant_taxon_omission,omit_top2_joint,Cirsium vulgare|Cirsium arvense,,False,False,,0.02072982789943606,18888,201,ok,,0.022284864560550104,1.0750144510923,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.010490740459106385,-0.019661117798887486,208.08340101991627,0.6738020863962242
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,leave_one_broad_region_out,omit_region:Africa,,Africa,False,False,,0.02072982789943606,40075,203,ok,,0.022778913719127707,1.0988472181067837,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.020406466475794503,-0.01012200751806377,243.61768684563998,0.9777666975470845
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,leave_one_broad_region_out,omit_region:Asia,,Asia,False,False,,0.02072982789943606,39427,158,ok,,0.023781007955249657,1.1471879106095522,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.023403623448276047,-0.0042198043626394685,259.77906711161063,0.9974943326616633
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,leave_one_broad_region_out,omit_region:Europe,,Europe,False,False,,0.02072982789943606,20139,153,ok,,0.010970587078615974,0.5292174701997608,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.0020140889630976882,-0.010784119180453442,190.5789314776547,0.4203506068725089
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,leave_one_broad_region_out,omit_region:North America,,North America,False,False,,0.02072982789943606,23354,110,ok,,0.036722932526458064,1.7715020454876562,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.03465437142360839,0.012151062281849517,289.32249150759947,0.8329184902217165
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,leave_one_broad_region_out,omit_region:Oceania,,Oceania,False,False,,0.02072982789943606,39393,203,ok,,0.024112896907663786,1.1631981232376638,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.023048403046970867,-0.007085401489259858,252.9118395726925,0.9987972820593579
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,leave_one_broad_region_out,omit_region:South America,,South America,False,False,,0.02072982789943606,39871,203,ok,,0.016526265363708395,0.7972215420156952,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.01494594028011859,-0.00705239789113153,244.73922939670882,0.9816838297609254
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio01,thermal,native_only,native_only,,,True,False,,0.02072982789943606,23825,185,ok,,0.01885963700142572,0.9097826133876771,True,-0.0200895123437217,-0.0051124611031959,255.7222067349341,-0.016707269785502226,-0.008749459648457757,242.35931918735523,0.9729257852396694
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,equal_taxon_weight,equal_total_weight_per_taxon,,,False,True,,0.0603418580483766,40453,203,ok,,0.03676941225090155,0.6093516746107352,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.03509027466082825,0.010984639343391483,72.61782271531561,0.7035747015632056
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit:Cirsium vulgare,Cirsium vulgare,,False,False,,0.0603418580483766,29314,202,ok,,0.05353872357199677,0.8872567949278974,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.05085087131812192,-0.01675063604483391,108.23224793365922,0.9857884361633419
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit:Cirsium arvense,Cirsium arvense,,False,False,,0.0603418580483766,30027,202,ok,,0.0619979255298946,1.027444754521651,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.05239570228599283,-0.03314261836318855,122.31517810548596,0.9970368416562264
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit:Cirsium palustre,Cirsium palustre,,False,False,,0.0603418580483766,37413,202,ok,,0.05753287235762265,0.9534488035071449,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.05215402943812638,-0.024289681247096424,114.97279457138566,0.9986922685393128
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit:Cirsium oleraceum,Cirsium oleraceum,,False,False,,0.0603418580483766,38807,202,ok,,0.06288797623240854,1.0421948920099657,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.05578627790327155,-0.029030824175468,117.49218212270256,0.9999742557524841
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit:Cirsium heterophyllum,Cirsium heterophyllum,,False,False,,0.0603418580483766,38877,202,ok,,0.05758530958151279,0.9543178059804877,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.05034439451340694,-0.02795549714594805,119.04276583853878,0.9998022556114172
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit:Cirsium horridulum,Cirsium horridulum,,False,False,,0.0603418580483766,39246,202,ok,,0.060443640537389064,1.0016867642512908,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.052170705376658265,-0.03052296155216631,120.33016964400278,0.9991030906744445
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit:Cirsium discolor,Cirsium discolor,,False,False,,0.0603418580483766,39311,202,ok,,0.06030367599205087,0.9993672376429789,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.052834417089260205,-0.029069876315394632,118.81990717123145,0.9998720409685472
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit:Cirsium undulatum,Cirsium undulatum,,False,False,,0.0603418580483766,39804,202,ok,,0.06160912323001007,1.0210014279079291,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.05434697417867535,-0.029018794992090223,118.10017496386295,0.9999940972563942
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit:Cirsium acaulon,Cirsium acaulon,,False,False,,0.0603418580483766,39865,202,ok,,0.060865598737630706,1.0086795585385226,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.05372931171788054,-0.02859689095012074,118.0236957243187,0.999997792693233
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit:Cirsium altissimum,Cirsium altissimum,,False,False,,0.0603418580483766,39868,202,ok,,0.06051231866418377,1.0028249149316966,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.053354249664126226,-0.02854933892218541,118.15080142091986,0.9999906709248634
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,dominant_taxon_omission,omit_top2_joint,Cirsium vulgare|Cirsium arvense,,False,False,,0.0603418580483766,18888,201,ok,,0.049551275345469235,0.8211758296495203,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.047010547267761056,-0.01566324787354496,108.42734193048113,0.9863547370120385
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,leave_one_broad_region_out,omit_region:Africa,,Africa,False,False,,0.0603418580483766,40075,203,ok,,0.05932982233149668,0.9832282970791426,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.054122082356148925,-0.024306954135004152,114.18548879072742,0.9978954960893263
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,leave_one_broad_region_out,omit_region:Asia,,Asia,False,False,,0.0603418580483766,39427,158,ok,,0.06312621012436259,1.0461429622162737,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.055904221455082566,-0.029319557093623775,117.67523625761466,0.9999920771577931
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,leave_one_broad_region_out,omit_region:Europe,,Europe,False,False,,0.0603418580483766,20139,153,ok,,0.0416523192469935,0.6902724011846051,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.019957725132876584,-0.03655960757686017,151.3700724706261,0.8342058785980172
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,leave_one_broad_region_out,omit_region:North America,,North America,False,False,,0.0603418580483766,23354,110,ok,,0.08062124457144278,1.3360749433139432,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.07461133063510145,-0.03054397513598982,112.2629407139757,0.9951583954742247
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,leave_one_broad_region_out,omit_region:Oceania,,Oceania,False,False,,0.0603418580483766,39393,203,ok,,0.0671206253392759,1.1123393861267035,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.06166633130414223,-0.02650362106247399,113.25758755789627,0.9967145594407028
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,leave_one_broad_region_out,omit_region:South America,,South America,False,False,,0.0603418580483766,39871,203,ok,,0.05432559790504472,0.9002970684378232,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.04838318412637077,-0.02470502138299627,117.04938962885963,0.9998889411628546
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio04,thermal,native_only,native_only,,,True,False,,0.0603418580483766,23825,185,ok,,0.06850152042112001,1.1352239164760511,True,0.0533264281085711,-0.0282388366954418,117.90331164449893,0.0684373717755821,-0.002963856348725433,92.47979150273676,0.903159137204931
within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,colour,circular_joint,chelsa_bio12,hydric,equal_taxon_weight,equal_total_weight_per_taxon,,,False,True,,0.043966852505973535,40453,203,ok,,0.02020414858959241,0.45953138416827505,False,-0.0438162968271125,-0.0036354162953371,265.25706120749675,0.006472184549188588,0.019139447416045573,18.683450733673176,-0.3975705517012909
