replicate,matrix_alignment_rho,median_within_rv,median_among_rv,relations_stronger_among
895,0.34311454311454315,0.007275123074361829,0.10571908089633886,33
896,0.21544401544401545,0.008982127348412104,0.06696267652745966,33
897,0.48005148005148013,0.007458112067662396,0.0784795472720787,31
898,-0.0900900900900901,0.005560546442089321,0.05041050915014808,32
899,0.27722007722007724,0.006494618560834901,0.04500679011990554,30
900,0.5315315315315315,0.005815094506379952,0.07862732476479342,35
901,0.3258687258687259,0.008859900181039205,0.06722682721348566,31
902,0.2193050193050193,0.007753475588413245,0.07357691724201107,33
903,0.36705276705276707,0.003852392526608367,0.07309749170876209,31
904,0.3974259974259975,0.005838420874902547,0.05644040009533628,34
905,0.2543114543114543,0.0033362868584772987,0.0519830992513923,31
906,0.1850707850707851,0.0033405301881946387,0.0768373326042554,32
907,0.46332046332046334,0.005301318721317286,0.07999421012191744,31
908,0.2926640926640927,0.005024467516518318,0.062364121671204614,32
909,0.30141570141570145,0.005534060495366285,0.08365708073158509,31
910,0.30888030888030893,0.006311492004266283,0.07434532287063425,29
911,0.26563706563706563,0.003297267156211834,0.06693153032123811,32
912,0.39819819819819824,0.005947386697885493,0.1220101129085559,33
913,0.17323037323037324,0.008044407412589095,0.08610563605723459,30
914,0.1747747747747748,0.0033181635686592072,0.03498769314981184,30
915,0.46126126126126127,0.004454004975679542,0.08219836410759951,33
916,0.2545688545688546,0.00528929924613522,0.07287350775117957,30
917,0.4164736164736165,0.006196152704268851,0.10032844203269484,31
918,0.42985842985842987,0.005075507816263614,0.08007055466184429,31
919,0.1462033462033462,0.0035531907662997063,0.06897648499163486,32
920,0.2916344916344917,0.0033954030088948683,0.078757836241373,33
921,0.3317889317889318,0.0038359838607094935,0.10161341547766681,33
922,0.35109395109395114,0.0034713396950779695,0.037580322763372496,29
923,0.1861003861003861,0.006820845755874312,0.054198871477243574,31
924,0.09755469755469756,0.00702320587692289,0.07336389798819709,31
925,0.3662805662805663,0.0038571699808309344,0.10875345273306428,32
926,0.19099099099099098,0.005570070039419388,0.07741011339505516,33
927,0.38841698841698846,0.00673071433895058,0.06557089762274634,30
928,0.5086229086229086,0.002545372161663767,0.06544333208729644,33
929,0.3065637065637066,0.006700802924918753,0.06527720498650305,31
930,0.16061776061776062,0.005044203783377647,0.08395385679823458,29
931,0.43166023166023165,0.0024230666403593413,0.08582427223811273,34
932,0.31891891891891894,0.0068249557271039905,0.05044456583794463,29
933,0.39665379665379663,0.004265391695827066,0.062281171233751265,30
934,0.26563706563706563,0.00471426528110283,0.07381721657401974,31
935,0.3575289575289576,0.0035665884466015946,0.07442736739186506,30
936,0.1462033462033462,0.008196275252797522,0.06733078980208901,29
937,0.39150579150579157,0.007904130383601765,0.07750292546666807,33
938,0.17889317889317893,0.008003934986852033,0.0696040860709696,31
939,0.3173745173745174,0.006765300413893947,0.054158790482839406,32
940,0.2903474903474904,0.005301738327238386,0.08375146640804648,30
941,0.3760617760617761,0.0034692770897211205,0.0810784964102825,34
942,0.21724581724581726,0.006472168676428591,0.06583501419501908,32
943,0.12844272844272847,0.0045053840548879235,0.07171544316717578,32
944,0.23783783783783782,0.004330098404899601,0.06799547506537171,33
945,0.3781209781209781,0.009193207565952717,0.05504819751940667,34
946,-0.017503217503217504,0.005254539037632802,0.08277567944115971,32
947,0.31994851994851997,0.004704817967407071,0.07300566254633312,30
948,0.4051480051480052,0.0051923479104719755,0.07414741672592458,31
949,0.3505791505791506,0.006983655583153907,0.05333538073556139,29
950,0.4682110682110682,0.0031967013722595016,0.06446100610236197,33
951,0.24916344916344915,0.0021031080321716193,0.06870184900738666,32
952,0.2862290862290862,0.004618847364542921,0.06291404046676412,34
953,0.07953667953667955,0.005227949419259909,0.07221309873308668,31
954,0.4167310167310167,0.004586417891160285,0.08592902208902053,32
955,0.2,0.003716720465519076,0.05547251052742433,32
956,0.5006435006435006,0.006395537697696935,0.07291700840887033,33
957,0.23191763191763193,0.00710871760428255,0.07956392214963846,32
958,0.18172458172458172,0.004713893669791105,0.05506003253872424,32
959,0.2522522522522523,0.003921399181074039,0.05831595237229305,32
960,0.3145431145431145,0.007543525325524859,0.12246975077523613,30
961,0.2813384813384814,0.006393056440154714,0.10060112139031477,33
962,0.025225225225225228,0.007263155397117988,0.09960638707135616,32
963,0.25894465894465896,0.006441549987954542,0.07124733261277238,33
964,0.2823680823680824,0.006814095866420164,0.09383025951904267,31
965,0.4272844272844274,0.004915294066753407,0.08838970319439517,32
966,0.39047619047619053,0.005819566169812938,0.04903948075513445,33
967,0.35341055341055344,0.004276855230388492,0.07076250292459452,32
968,0.4306306306306306,0.006117944261676949,0.13929698318701056,29
969,0.3284427284427285,0.007300572063985785,0.060098465735751644,30
970,0.40617760617760623,0.0053809460749811135,0.07247012080222597,33
971,0.18455598455598457,0.00780636025929456,0.09707838796402887,31
972,0.5034749034749035,0.006323129214148992,0.058944009128977036,32
973,0.42754182754182757,0.002614560574904715,0.09332193829984375,31
974,0.48674388674388674,0.009128966334525628,0.06579120364565132,31
975,0.060746460746460756,0.004519051269920103,0.0478974460321472,31
976,0.3176319176319176,0.0064572949968153045,0.07976376617088776,30
977,0.1456885456885457,0.007269824790575976,0.09906543933776776,31
978,0.2743886743886744,0.0030031383626596955,0.04572086104466416,31
979,0.3624195624195624,0.005414540862705556,0.0626696288785977,32
980,0.5567567567567568,0.0031325403648866275,0.046905606517256504,34
981,0.40617760617760623,0.006571376382420431,0.0912711975325152,32
982,0.19974259974259975,0.006099644974327138,0.13779343971023558,33
983,0.11583011583011583,0.005492886602547621,0.07403666312901536,33
984,0.1603603603603604,0.003275209497676944,0.05590316339192371,32
985,0.26743886743886747,0.005807402655432184,0.09125070030253135,33
986,0.09961389961389963,0.0044214956890989005,0.12052603521970459,34
987,0.41209781209781216,0.005936556588473495,0.07012984042318815,32
988,0.19922779922779926,0.005914759804968658,0.12147842331194633,32
989,0.2115830115830116,0.011145825292638774,0.10871538933498087,32
990,0.37503217503217506,0.0030997349432215185,0.0638924959967192,32
991,0.1590733590733591,0.004806026015254626,0.09421535697988165,33
992,0.43423423423423424,0.007707184879520029,0.0921234308119352,31
993,0.36113256113256115,0.004709686027802013,0.08188387111819695,30
994,0.008236808236808238,0.00848917282350149,0.082224499451472,31
995,0.22676962676962678,0.005273068184793037,0.052740496454352984,30
996,0.2756756756756757,0.006700658261299362,0.043755447086902474,35
997,0.35675675675675683,0.0030208550715125097,0.07117112586434501,34
998,0.3217503217503218,0.005809976516294812,0.10003779445695105,33
999,0.36190476190476195,0.006813930587344743,0.13699110490293126,34
