accepted_key,tdwg_level3_code,locality,establishment_means,occurrence_status,classified_status
209721658,MXE,Mexico Northeast,,,native
209721658,MXN,Mexico Northwest,,,native
209721658,NWM,New Mexico,,,native
209721660,MXE,Mexico Northeast,,,native
209721662,MXE,Mexico Northeast,,,native
209721663,MXC,Mexico Central,,,native
209721663,MXS,Mexico Southwest,,,native
209721664,MXE,Mexico Northeast,,,native
209721668,MXE,Mexico Northeast,,,native
209721670,COL,Colorado,,,native
209721671,COL,Colorado,,,native
231083317,MXE,Mexico Northeast,,,native
231083318,MXN,Mexico Northwest,,,native
231083319,MXE,Mexico Northeast,,,native
231083320,MXS,Mexico Southwest,,,native
231083323,MXE,Mexico Northeast,,,native
231083324,MXN,Mexico Northwest,,,native
231083324,MXS,Mexico Southwest,,,native
231083328,UTA,Utah,,,native
