taxon_name,PC1,PC2,PC3
Cirsium phyllocephalum,0.9555252586993244,-0.32898742942726694,1.4217379399661096
Cirsium pinetorum,1.3735066523565804,0.5765971267807114,-0.25457899948565954
Cirsium pitcheri,-3.887085495364227,-0.24219815586540563,1.0117226947962887
Cirsium pringlei,2.430091334089501,-0.9975378393694835,-0.7857029092356358
Cirsium pugnax,0.1479995202687065,0.4200837284919524,-1.4432135859340405
Cirsium pulcherrimum,0.14383838428479787,1.8853979784374924,0.697329448699834
Cirsium pumilum,0.13091038656168277,-1.6219185611193476,-0.23913821226408902
Cirsium purpuratum,1.6879578832854942,-0.8980169635211082,-0.4179333064289215
Cirsium pyrenaicum,0.003100857256290575,-0.8821273220764695,1.9466845885522424
Cirsium quercetorum,-0.438002030722936,1.3353238642996599,-0.799798030038941
Cirsium remotifolium,-0.1905900375198166,1.815816359373644,-0.6029450326036272
Cirsium repandum,0.5247025923618804,-0.08292703605247691,0.38614335432548286
Cirsium rhaphilepis,0.5157390336833186,-0.9247087097072288,0.21980743654902868
Cirsium rhizocephalum,-0.02454113507722581,2.705243292237436,-1.0337317898433032
Cirsium rivulare,1.344155317695646,-1.8143714486460605,0.31299998399819423
Cirsium roseolum,-0.7960797328515818,2.108817019320985,-0.8809081729511478
Cirsium sairamense,-1.9201911193980832,-0.0973373527733363,0.8520049321827651
Cirsium scariosum,-0.7343608782071525,1.0158268077648065,0.2888347783786191
Cirsium schantarense,-0.4103095927763697,-1.2760271114448047,0.25782514973511783
Cirsium scopulorum,-0.7303468900358959,1.4041624193082827,-0.21659890815753166
Cirsium semenowii,-0.39227138743158774,0.5640288695975042,0.8973581954371623
Cirsium serratuloides,0.536672138038728,-0.4027340037009382,0.31887232422383943
Cirsium serrulatum,0.14672638327955176,-0.07362512007807978,0.41993992667980934
Cirsium setidens,2.053737414534172,-0.3147008731775065,-0.41561297825838933
Cirsium sieboldii,-0.8329511216152483,-2.055641031505871,-2.4629791650909203
Cirsium sieversii,-0.46036544559402287,1.8550226331984614,-0.0418469913325672
Cirsium simplex,1.0346708384476504,-2.0863558500168695,-0.6578771702290235
Cirsium sorocephalum,-0.07544227959655704,-0.05846707897224962,0.4395438259234651
Cirsium souliei,-1.940807718622166,-3.377987033554102,-0.687715097240472
Cirsium spinosissimum,-1.3102408530183833,1.0434354216619273,-0.7969581600177543
Cirsium subcoriaceum,0.07527837462388426,0.827383142503313,-0.07665023374968868
Cirsium subuliforme,-0.40606191260398233,2.2032278363821414,0.5152087190605574
Cirsium suzukii,2.744194196872199,-0.25731422820576,-0.11802362478716626
Cirsium tatakaense,-0.7211163473732077,1.0177440104081854,-2.093707449015091
Cirsium texanum,-0.03399358317470503,-1.4243460795797178,-0.5014486088172146
Cirsium tioganum,0.7208802691725149,0.963970263662308,1.1586034150952922
Cirsium townsendii,1.786825747279615,-0.8164370399989109,0.4520995345711672
Cirsium tracyi,0.14653109685131385,0.9747506351946387,2.620163252911176
Cirsium tuberosum,0.4824182221071268,-1.8236293625977973,0.5730667332837274
Cirsium turkestanicum,-1.3695892782932735,1.462416091648827,0.2083579956041601
Cirsium turneri,-0.2445970575833465,-0.013084707332371777,-0.6835494925517269
Cirsium tweedyi,-0.4816757414308938,1.724553871605719,-0.23618042383409438
Cirsium ukranicum,0.1385501711257669,-0.10422497659240275,0.6206913040649518
Cirsium undulatum,-0.33157802549716375,0.7545088578208252,0.532569053982058
Cirsium velatum,-0.30554759080102867,1.3468569239357053,0.5360109390716081
Cirsium verutum,0.797963194027192,0.20704426771564183,0.6540830456943135
Cirsium virginianum,0.8706685989081956,-1.167701196443908,-1.457998791659481
Cirsium vlassovianum,1.3811209886347788,-1.458868393429214,-1.4587528357921185
Cirsium vulgare,0.04964552645067587,-0.4061325855419978,-0.362096814507062
Cirsium waldsteinii,1.6949193262545992,-1.116859396287867,-1.4634405099831307
Cirsium wheeleri,1.3976283941121352,0.026249031523722238,0.1368462699165762
